flaska.png;95.73;passed
flaska0.png;17.14;failed
flaska100.png;96.12;passed
flaska103.png;98.68;passed
flaska105.png;100.85;passed
flaska107.png;103.02;passed
flaska107b.png;104.79;passed
flaska110.png;106.56;passed
flaska111.png;109.52;passed
flaska116.png;117.0;failed
flaska118.png;118.58;failed
flaska120.png;118.38;failed
flaska157.png;-6.3;failed
flaska74.png;66.77;failed
flaska78.png;73.27;failed
flaska81.png;78.39;failed
flaska82.png;79.77;failed
flaska85.png;81.74;failed
flaska90.png;83.91;failed
flaska95.png;84.7;failed
flaska96.png;91.39;passed
flaska99.png;95.33;passed
